order_id,customer_id,product_id,store_id,order_date,quantity,unit_price,discount,payment_method,order_status
59807,5413,295,33,2025-07-23,6,41578.25,2.09,Cash,Completed
9175,461,443,79,2026-05-01,8,41901.25,28.18,Net Banking,Pending
60044,7304,418,24,2024-11-29,1,20045.28,15.12,UPI,Completed
342,423,778,67,2024-06-04,3,37245.57,0.91,Cash,Completed
38125,2039,759,15,2025-09-08,6,20496.12,20.99,Debit Card,Completed
76358,7175,477,45,2027-02-24,1,9899.95,24.41,Cash,Returned
14387,3669,967,19,2025-04-09,10,13972.8,22.64,Cash,Completed
13868,9535,74,92,2025-04-23,2,14551.85,3.54,Cash,Cancelled
55584,143231,683,34,2026-01-09,10,22107.35,26.03,UPI,Cancelled
56004,3295,422,16,2024-09-03,9,26147.66,11.41,UPI,Completed
63836,8217,503,25,2026-02-15,1,19231.15,11.81,Cash,Completed
4385,9638,73,1289,2026-06-24,7,45129.79,3.11,Cash,Cancelled
85648,1000,349,8,2026-01-02,8,10496.78,4.61,UPI,Completed
86057,8050,781,37,2025-02-18,9,29040.1,29.58,Net Banking,Cancelled
70695,6168,975,20,2024-11-17,3,28087.76,1.37,Credit Card,Completed
72815,9882,428,77,2025-05-15,1,19749.28,13.85,Credit Card,Pending
64657,6487,501,88,2025-01-23,1,3354.68,27.65,Credit Card,Pending
88308,9996,986,99,2025-02-13,9,11583.15,6.8,Debit Card,Pending
33357,6415,192,44,2024-03-09,1,15253.4,22.28,Cash,Cancelled
93536,6069,434,100,2025-06-25,7,3704.6,18.92,Debit Card,Cancelled
96117,9861,356,37,2024-10-10,9,19498.85,13.63,Net Banking,Completed
64585,6581,919,85,2025-12-30,7,9660.47,3.52,Debit Card,Pending
36593,3976,841,64,2024-02-06,2,21380.17,27.67,Net Banking,Completed
56689,7380,113,6,2024-07-22,10,10168.33,18.24,Cash,Returned
24544,8888,877,25,2024-07-26,8,30669.36,13.86,UPI,Returned
37476,5842,500,6,2026-03-09,4,48508.4,0.26,UPI,Completed
21155,4050,875,18,2024-06-11,8,45369.3,2.56,UPI,Completed
15119,4486,457,13,2025-03-04,2,14844.61,19.43,Net Banking,Pending
46726,8863,754,58,2026-02-08,9,31964.99,2.93,Debit Card,Completed
81217,1178,978,100,2025-08-23,9,45208.18,2.41,Debit Card,Completed
249,2474,590,32,2026-03-09,7,23703.83,8.61,Cash,Completed
50610,2644,645,9,2026-01-28,5,7680.18,29.36,UPI,Cancelled
78446,7351,870,20,2025-01-09,8,41146.31,0.5,Net Banking,Completed
64268,8216,825,39,2025-11-27,5,2478.67,21.95,Cash,Completed
34250,6880,185,15,2025-01-26,3,28628.48,26.47,Net Banking,Pending
50003,8516,3,98,2025-07-12,4,18482.7,26.84,Debit Card,Completed
36551,4266,592,84,2026-07-08,2,27482.83,17.73,UPI,Returned
62247,9378,909,83,2024-08-19,3,21878.32,9.96,Cash,Cancelled
33253,7913,161,80,2026-05-26,6,46943.61,0.9,UPI,Cancelled
96237,4968,15,77,2024-06-29,5,18980.74,18.05,Debit Card,Completed
65483,5284,505,5,2024-06-07,9,34223.42,28.4,Debit Card,Completed
34998,6284,55,34,2024-03-27,9,48923.08,7.27,UPI,Completed
19231,3814,318,93,2025-05-25,5,31926.97,17.29,Net Banking,Pending
42222,4535,825,29,2025-12-06,10,6532.87,29.31,Credit Card,Pending
55253,2639,914,36,2024-04-24,5,44198.76,24.21,Credit Card,Completed
42726,4043,388,29,2025-11-07,8,44959.25,7.24,Cash,Cancelled
9083,2631,44,6,2025-01-31,5,27058.01,7.12,UPI,Cancelled
73601,5503,625,47,2025-10-07,2,46964.54,15.05,Cash,Returned
10802,2380,405,8,2024-02-07,9,36395.44,13.33,Credit Card,Pending
85427,1372,115,78,2027-06-08,5,-500.0,28.11,UPI,Cancelled
51360,4137,416,40,2025-09-05,10,0.0,25.53,Net Banking,Completed
81019,790,830,17,2026-04-25,8,2621.13,2.22,Debit Card,Completed
21094,8747,302,69,2025-04-25,4,46734.34,15.54,Debit Card,Cancelled
11465,3784,417,82,2025-10-17,8,17512.54,27.98,Debit Card,Completed
7402,280,199,70,2025-06-06,10,49984.97,13.12,Debit Card,Returned
53012,6630,285,74,2026-02-26,5,32108.41,26.04,Cash,Pending
13292,9018,62,55,2024-04-26,1,47101.29,27.76,Cash,Completed
5091,1467,507,5,2026-03-02,10,15075.95,18.9,Credit Card,Cancelled
70392,6748,542,28,2025-11-27,7,39201.75,11.49,Cash,Completed
63327,1853,361,48,2024-01-21,10,44081.2,8.42,Credit Card,Completed
91028,7113,915,70,2024-07-23,3,15751.88,8.88,UPI,Completed
95473,8294,755,91,2024-10-05,6,1165.21,25.41,UPI,Completed
69717,4892,919,64,2026-05-21,2,27755.49,16.7,UPI,Completed
47569,2854,624,55,2025-08-02,9,23714.19,1.92,Cash,Completed
28624,5686,502,80,2025-06-04,7,20658.66,2.26,Debit Card,Completed
31168,3680,789,15,2025-01-29,8,11620.32,6.3,Net Banking,Pending
45682,3410,429,57,2024-01-23,10,46297.68,17.9,UPI,Cancelled
25583,8435,914,41,2024-05-17,3,7397.82,15.94,Credit Card,Completed
14774,4837,897,91,2025-05-26,8,32480.66,19.3,Cash,Cancelled
57490,4565,577,92,2025-02-06,8,45871.38,8.4,Net Banking,Cancelled
88759,1074,385,84,2024-08-06,8,40264.58,12.34,Credit Card,Pending
66370,538,131,42,2025-07-07,1,28948.7,25.94,Net Banking,Completed
95933,5111,592,4,2025-03-05,1,4862.58,29.82,Debit Card,Pending
16746,7251,429,4,2025-10-14,3,17323.43,10.28,Net Banking,Pending
77231,2954,305,16,2025-01-10,4,30379.98,22.4,UPI,Returned
58139,9138,958,22,2026-01-11,9,24121.55,2.46,Cash,Completed
89303,9764,463,20,2024-01-16,4,32346.55,29.52,Cash,Returned
18335,2197,566,6,2024-06-16,1,33610.49,5.97,Debit Card,Completed
57258,5323,242,9,2024-12-15,6,39784.79,2.2,Credit Card,Completed
7519,730,545,85,2024-11-01,7,13693.8,28.11,Cash,Completed
59019,7461,82,76,2024-06-18,3,36802.32,5.98,Net Banking,Returned
93878,6977,148,46,2025-09-18,4,39921.98,26.17,Cash,Completed
1500,138,2,51,2025-12-04,4,5650.97,17.63,Net Banking,Cancelled
33309,1171,436,40,2024-03-23,10,13565.48,14.35,Cash,Completed
511,8463,294,82,2025-08-31,2,9573.26,28.3,Debit Card,Pending
6751,6548,400,64,2024-06-05,3,5077.03,11.61,Credit Card,Completed
94472,930,499,48,2024-03-31,9,35165.96,14.67,Credit Card,Returned
14842,4324,4,80,2025-07-22,7,14214.12,16.52,Credit Card,Completed
31057,7778,237,13,2026-07-26,4,11267.75,9.03,Cash,Completed
84282,6885,487,15,2025-04-21,2,26841.73,22.71,Credit Card,Completed
80335,7055,882,99,2026-05-18,10,42174.96,27.89,UPI,Completed
3266,3608,247,26,2025-05-15,1,15230.52,10.53,Cash,Returned
66414,9859,1000,99,2024-02-14,8,28912.72,5.65,Credit Card,Completed
84286,1550,451,82,2025-08-15,1,37409.1,22.76,Debit Card,Returned
97150,6061,137,33,2025-05-24,4,45294.76,0.78,Cash,Cancelled
41486,3745,128,68,2024-09-18,3,2649.46,0.14,Debit Card,Completed
6234,770,582,74,2025-06-11,1,15634.41,6.25,Net Banking,Completed
84392,1454,1,11,2025-03-11,4,47514.37,18.62,Credit Card,Returned
12808,4832,214,58,2026-05-31,9,39314.04,5.91,Net Banking,Completed
91408,1881,523,54,2024-02-10,6,-100.0,17.26,Cash,Completed
91662,7766,395,11,2025-01-29,4,13680.1,7.06,Debit Card,Completed
79123,5646,607,2,2024-01-22,7,4787.29,13.12,Cash,Completed
87351,9908,800,36,2026-07-22,7,20378.64,7.53,Cash,Completed
50138,8260,820,49,2025-08-05,4,16352.89,21.38,Cash,Returned
16171,3178,173,31,2026-05-14,3,43937.19,8.19,Net Banking,Completed
17680,4342,7,96,2024-03-29,4,21750.68,17.71,Credit Card,Cancelled
29960,8707,313,2,2024-05-07,3,7822.87,11.67,Cash,Completed
48750,1669,965,56,2025-06-13,9,21880.97,7.0,Debit Card,Completed
19747,9580,21,19,2025-06-29,8,37875.18,13.57,Cash,Completed
25892,5872,175,47,2026-05-02,6,27211.36,27.65,Net Banking,Completed
1486,5590,297,57,2025-02-13,6,13930.49,14.61,Cash,Pending
26397,5059,220,51,2025-06-27,8,14366.44,26.7,Net Banking,Completed
55885,9611,987,13,2024-01-04,6,25195.01,21.95,Net Banking,Pending
60015,1599,570,32,2025-10-24,5,39177.12,25.02,Net Banking,Completed
33079,4397,159,70,2025-10-11,9,39539.16,5.78,Cash,Pending
77422,3369,818,63,2025-04-08,2,34438.41,14.03,Debit Card,Cancelled
67101,7643,547,53,2024-09-02,1,22520.08,2.62,Net Banking,Pending
96736,1304,425,40,2026-05-25,2,2620.48,21.27,Net Banking,Completed
9989,1077,403,90,2024-06-21,10,48470.99,25.77,Net Banking,Pending
33657,2931,989,55,2025-06-09,5,11138.14,2.45,Cash,Completed
63824,2183,733,7,2024-10-28,1,28891.59,2.18,Credit Card,Completed
93462,676,233,55,2025-04-03,5,11571.12,20.15,UPI,Completed
91442,139460,677,15,2025-10-18,4,35903.3,7.91,UPI,Pending
95918,4371,416,49,2026-04-05,9,45700.08,15.23,Credit Card,Completed
64071,3766,109,50,2025-07-03,5,17190.71,22.26,UPI,Completed
15552,612,437,45,2024-03-04,3,29936.71,0.72,Debit Card,Completed
94688,589,689,17,2024-09-06,10,8838.52,11.57,Net Banking,Completed
54063,7420,352,83,2025-01-18,4,18724.57,27.91,Cash,Cancelled
5320,6886,292,27,2025-03-30,10,40467.95,1.65,Cash,Returned
15277,2776,753,37,2024-01-09,9,42949.58,1.49,Cash,Returned
7874,7228,377,67,2025-06-16,5,4162.43,1.82,Credit Card,Completed
82074,2636,811,32,2024-10-16,1,16492.94,12.25,Net Banking,Pending
9342,6606,111,59,2025-02-25,5,21233.06,4.44,Cash,Completed
85009,3697,881,68,2024-01-28,9,10761.87,4.31,Credit Card,Completed
10006,7308,826,64,2025-11-23,8,23606.99,10.7,Credit Card,Cancelled
68730,479,142,26,2025-12-28,5,15686.34,4.75,Credit Card,Completed
51993,4256,690,64,2025-10-01,5,5239.34,0.7,Net Banking,Completed
68059,9435,99,49,2024-07-17,6,4267.26,16.05,Debit Card,Pending
77030,6598,988,97,2025-08-03,1,46735.68,7.7,Credit Card,Completed
75274,1256,939,18,2026-03-23,9,26443.69,25.68,UPI,Completed
36620,1392,950,19,2025-03-15,2,33951.33,26.64,Debit Card,Completed
92720,2731,808,91,2024-01-24,4,9715.61,29.69,Credit Card,Returned
81276,8095,506,22,2025-01-31,7,9601.82,13.88,Debit Card,Completed
14489,9323,746,45,2026-03-06,1,16825.03,3.81,Cash,Completed
78008,2883,587,51,2026-07-06,7,24729.28,20.47,Credit Card,Completed
12841,915,282,46,2025-09-14,4,39238.02,24.6,Credit Card,Completed
68509,3867,47,6,2026-05-21,3,3665.21,12.3,Credit Card,Cancelled
92583,5268,711,2,2025-12-01,3,42525.36,25.35,Cash,Completed
19408,2878,396,94,2024-04-20,5,22494.71,14.88,Cash,Returned
63967,2870,702,9,2024-05-08,5,19780.43,13.59,Debit Card,Returned
22461,5290,139,43,2025-04-07,5,11191.27,16.33,Net Banking,Pending
55144,1971,985,90,2026-04-13,4,49851.62,21.66,Credit Card,Completed
96009,5864,716,52,2024-08-08,10,33668.23,28.85,Cash,Completed
11497,1811,909,40,2025-10-29,1,49261.87,5.56,UPI,Pending
10433,1522,160,29,2025-02-04,4,38801.52,15.64,Net Banking,Completed
33281,2114,724,91,2024-07-10,5,38039.3,6.49,UPI,Cancelled
18286,2693,228,76,2026-02-19,8,21453.24,18.27,Net Banking,Pending
63855,1233,89,28,2026-11-03,10,11630.55,15.42,Debit Card,Pending
1003,3870,73,23,2025-01-06,4,10100.25,24.11,Cash,Cancelled
2509,9067,140,10,2024-09-26,2,9341.94,11.67,UPI,Completed
11209,2001,592,96,2024-12-24,8,18239.92,22.03,Net Banking,Cancelled
44982,7099,419,12,2026-01-07,8,36202.96,19.28,Cash,Completed
70416,2991,804,79,2026-04-28,9,14498.14,28.83,UPI,Cancelled
5407,5126,891,61,2024-08-06,10,46672.41,19.58,Cash,Pending
87672,2271,641,14,2024-10-23,6,9053.35,14.0,Cash,Cancelled
35511,5470,559,22,2024-01-02,6,3080.07,25.08,Cash,Pending
34893,1013,863,28,2024-11-26,1,17835.7,22.96,Cash,Completed
85012,9223,946,67,2026-05-17,7,21225.12,26.58,Net Banking,Cancelled
53992,7936,92,7,2025-02-21,9,21100.43,25.76,Cash,Completed
97151,7683,659,42,2025-12-27,3,0.0,26.66,Debit Card,Returned
19663,9938,552,24,2026-05-10,10,35323.0,4.14,Net Banking,Returned
43892,5666,318,25,2025-10-05,4,43538.61,12.47,Credit Card,Cancelled
95456,6492,580,2,2024-08-04,7,2095.96,0.94,Net Banking,Pending
98905,330,210,94,2024-09-08,3,398.88,24.19,UPI,Completed
43714,249,533,49,2026-06-04,3,49031.04,2.08,Credit Card,Completed
49713,78,43,15,2024-03-03,1,39921.34,28.41,Net Banking,Pending
99754,5553,442,77,2024-04-03,6,36331.28,19.91,UPI,Completed
43584,3932,564,36,2024-09-05,5,49215.06,27.62,Credit Card,Cancelled
59303,3482,942,33,2024-10-21,3,2728.68,9.33,Net Banking,Pending
76736,719,568,8,2026-05-13,8,29243.89,2.01,UPI,Completed
8219,4107,870,19,2024-06-06,5,17993.21,15.86,Debit Card,Completed
34473,9972,11,2,2025-07-11,6,48438.64,25.13,UPI,Completed
36972,6996,733,3,2025-02-01,8,505.53,11.36,Net Banking,Returned
55164,3923,219,94,2024-09-17,9,42125.79,8.72,UPI,Cancelled
31346,1851,15919,8,2026-03-14,2,21099.88,13.61,Credit Card,Returned
68362,5073,732,19,2024-11-11,2,3945.19,29.42,Net Banking,Completed
92633,3736,402,40,2024-03-28,7,32980.88,18.84,Credit Card,Completed
91141,9222,25,67,2026-06-05,1,20351.15,6.57,Credit Card,Completed
82307,3117,833,68,2026-06-18,1,26865.69,13.11,Cash,Cancelled
72943,9539,750,64,2024-10-12,7,35369.33,4.81,Debit Card,Completed
81823,9970,593,63,2024-11-05,9,3755.74,18.54,UPI,Cancelled
62685,9700,509,19,2026-01-03,6,0.0,2.18,Cash,Pending
34878,6782,166,86,2026-05-18,5,29714.96,16.62,Net Banking,Completed
78725,1942,248,92,2026-06-13,6,34819.09,13.58,Net Banking,Pending
29998,676,76,80,2025-07-13,8,45257.0,19.39,UPI,Completed
79560,6605,200,92,2025-09-22,7,30967.11,20.97,UPI,Completed
31869,6029,761,94,2025-09-20,7,41458.13,18.93,UPI,Completed
18567,3187,985,56,2025-11-07,1,24153.06,24.54,Net Banking,Completed
26690,7864,36,16,2024-02-17,7,15603.3,25.85,UPI,Completed
46626,1551,398,13,2025-10-23,-10,31679.23,12.21,UPI,Completed
50454,4747,949,11,2026-02-23,9,12829.55,20.01,UPI,Completed
53019,5017,573,65,2024-11-15,10,48751.66,29.08,Net Banking,Pending
80545,1776,55,69,2025-10-13,8,6726.51,9.94,Credit Card,Completed
59285,6695,787,94,2024-03-04,7,24738.77,19.29,UPI,Completed
98912,659,853,5,2024-04-11,1,45039.21,28.77,Net Banking,Completed
58565,1295,709,13,2025-12-20,6,12331.91,25.73,Debit Card,Cancelled
2026,447,440,94,2024-12-14,4,38737.99,16.45,Credit Card,Completed
90442,1512,296,2,2024-11-09,4,17761.29,23.98,Net Banking,Cancelled
96200,7921,16,27,2025-07-31,6,15537.87,3.66,Debit Card,Completed
15884,4301,234,46,2025-09-12,6,35013.71,8.69,UPI,Cancelled
67345,8833,759,87,2024-02-04,9,43257.15,23.53,Cash,Returned
47282,3671,716,2,2026-09-25,4,1263.4,23.54,Credit Card,Cancelled
91332,4826,694,26,2024-04-05,3,-500.0,17.29,Debit Card,Returned
56620,8642,297,48,2026-01-09,7,8009.57,29.3,UPI,Cancelled
30082,8048,413,47,2024-04-17,2,623.51,26.39,Credit Card,Completed
43418,174737,111,96,2025-05-10,7,41898.91,3.8,Net Banking,Completed
18897,7949,279,69,2025-08-04,3,16036.1,11.42,UPI,Completed
801,7530,775,84,2024-08-18,10,34256.35,26.08,Credit Card,Cancelled
80659,5911,934,8,2025-07-03,3,42147.39,19.07,Credit Card,Pending
11799,1501,449,60,2024-05-13,8,26993.7,18.79,Debit Card,Returned
76779,6702,732,86,2025-01-05,7,49292.61,5.08,Debit Card,Completed
68661,7673,71,3,2026-05-06,9,27990.2,5.08,UPI,Returned
91470,9108,949,49,2025-11-01,3,44096.8,0.53,Cash,Completed
5402,5289,749,49,2026-01-20,8,24078.45,6.23,Net Banking,Completed
58135,5576,484,87,2026-07-28,1,34933.34,2.44,UPI,Returned
90427,301,152,76,2025-10-10,3,1133.15,8.8,Cash,Returned
92822,8109,995,95,2025-04-09,8,0.0,26.62,Net Banking,Completed
37517,245,301,59,2025-07-19,-10,23931.66,11.35,UPI,Completed
53084,6199,292,25,2024-07-20,9,30754.18,10.85,Cash,Returned
95711,519,985,41,2025-06-01,7,680.22,0.99,Debit Card,Completed
15013,5536,678,2,2024-03-22,10,8794.5,5.81,Net Banking,Returned
85314,6569,762,71,2025-04-06,4,19818.43,0.44,UPI,Completed
90997,7453,868,56,2024-06-25,2,5754.04,5.2,Credit Card,Completed
62894,2393,623,17,2026-06-14,5,30572.12,0.64,Net Banking,Completed
63260,7404,446,1645,2024-12-07,7,14453.23,15.92,Cash,Cancelled
14109,9527,154,35,2025-02-08,10,34723.43,3.83,Net Banking,Pending
25479,2466,491,83,2025-05-23,7,45321.34,14.47,Credit Card,Completed
76862,919,927,87,2025-05-15,1,8307.19,5.87,UPI,Pending
80177,6608,912,53,2025-05-06,7,2180.27,9.3,UPI,Completed
79074,1137,219,33,2025-10-16,7,10714.71,13.01,Credit Card,Completed
5533,5135,556,78,2024-01-29,10,40973.89,21.02,Debit Card,Completed
36601,4478,360,94,2025-10-03,1,14133.2,1.83,Cash,Returned
27248,2038,916,12,2024-08-22,4,47250.57,12.95,Cash,Completed
37451,3414,3,59,2024-02-16,10,41277.19,21.8,Debit Card,Returned
85733,2541,428,48,2025-02-21,9,12636.02,16.13,Debit Card,Completed
85302,734,148,28,2024-06-16,4,551.14,6.51,Debit Card,Completed
48347,5382,313,35,2026-02-15,5,18330.2,11.44,Cash,Completed
20834,3596,624,27,2024-05-05,7,14830.94,1.62,Credit Card,Completed
4526,9310,546,82,2025-05-16,2,44585.54,20.58,Credit Card,Completed
65463,9905,833,75,2025-02-10,1,39891.23,26.75,Credit Card,Completed
39019,759,215,20,2026-05-11,3,18931.64,8.97,Credit Card,Completed
82128,7203,575,79,2026-04-22,10,40756.36,20.56,Credit Card,Returned
42305,7281,314,72,2024-06-08,3,25240.45,19.89,Net Banking,Cancelled
83044,9748,858,46,2024-11-24,8,12997.11,2.78,Credit Card,Completed
67053,2320,121,51,2026-06-27,4,1307.82,17.44,Credit Card,Completed
23173,7113,957,79,2024-11-15,4,8963.28,11.66,Net Banking,Completed
60669,1459,416,1032,2024-12-28,7,19633.81,13.09,UPI,Returned
57089,8716,131,2,2025-06-29,1,31534.63,12.93,Credit Card,Cancelled
60732,879,115,35,2025-09-01,7,5602.44,28.13,Net Banking,Returned
70132,1047,332,32,2024-02-04,8,8879.28,9.47,Cash,Returned
71504,7902,162,69,2024-01-27,3,42342.75,17.7,UPI,Cancelled
50884,5905,991,96,2024-04-01,4,9034.85,2.28,Credit Card,Completed
79433,6717,982,20,2024-11-10,8,43979.6,8.92,Credit Card,Returned
86798,4166,608,27,2025-02-02,9,14657.08,11.97,Net Banking,Completed
9657,532,278,1939,2026-07-15,6,26631.43,20.29,UPI,Returned
14331,1207,652,6,2025-08-05,8,39077.41,27.21,UPI,Cancelled
16356,9715,806,1284,2026-06-17,4,14366.52,28.12,Debit Card,Pending
47283,9667,696,94,2024-06-03,8,22180.52,7.48,UPI,Completed
35227,7113,58,1,2024-12-15,2,23384.1,12.49,UPI,Returned
86464,9609,7,34,2026-05-07,6,-500.0,26.52,Debit Card,Completed
82333,3097,266,89,2025-09-06,6,40878.08,27.44,Cash,Cancelled
17407,3093,878,39,2025-01-19,5,4230.4,11.27,Credit Card,Completed
45569,7388,11,29,2024-02-15,3,42053.47,24.78,Cash,Completed
4161,6109,103,17,2024-02-12,2,5655.12,29.35,Debit Card,Completed
14994,8227,195,32,2025-09-04,4,5425.65,9.46,Net Banking,Cancelled
25690,2074,500,11,2025-03-01,6,0.0,18.22,Cash,Pending
77487,4257,482,78,2026-02-01,3,38996.9,29.85,UPI,Cancelled
60826,6286,242,24,2024-02-03,7,16837.12,14.27,Credit Card,Returned
47764,2523,23,4,2026-04-28,1,8003.84,11.86,Cash,Cancelled
22305,5728,340,49,2025-07-14,6,28759.66,11.0,UPI,Completed
71135,5138,618,13,2025-05-26,3,45155.91,22.87,UPI,Completed
12499,2639,934,15,2024-04-30,1,45647.29,24.99,Credit Card,Completed
41715,9550,574,77,2026-01-28,10,9950.94,27.56,Net Banking,Returned
61539,1218,726,42,2024-11-01,9,28664.27,28.68,Net Banking,Completed
51726,1601,228,97,2024-10-02,4,43916.79,15.77,Net Banking,Completed
29971,2480,899,3,2026-02-12,1,22168.09,6.82,Cash,Completed
56521,4956,185,91,2025-07-10,9,46090.59,21.56,Cash,Returned
66863,976,327,28,2026-04-19,9,37466.79,27.1,Net Banking,Completed
94648,7581,56,70,2026-05-09,8,30982.28,14.08,Debit Card,Pending
36987,5725,909,19,2026-06-17,3,2234.21,6.0,Credit Card,Completed
54508,1099,302,35,2026-02-24,9,18577.96,7.97,UPI,Completed
22604,5150,545,22,2024-07-31,4,40126.06,24.06,Debit Card,Returned
89240,6019,478,93,2024-12-29,6,33329.66,29.16,Cash,Completed
17519,7483,776,29,2025-02-19,3,20489.14,18.72,Cash,Completed
55155,5017,95,51,2025-02-05,9,14408.62,12.93,Debit Card,Returned
10983,2386,588,86,2024-07-06,3,33618.88,18.25,Net Banking,Cancelled
57598,6777,119,88,2025-07-08,-10,39017.88,11.31,Cash,Pending
49075,8564,326,92,2024-01-31,10,7513.06,19.73,Debit Card,Completed
83476,4050,625,9,,3,27123.34,20.1,UPI,Completed
48190,6244,88,68,2026-06-20,5,19318.21,16.41,Debit Card,Completed
85795,2655,746,32,,9,3684.83,18.19,Net Banking,Cancelled
31327,698,938,65,2024-06-01,3,40959.05,11.98,Net Banking,Pending
97697,742,727,67,2025-02-25,7,21094.73,10.63,Debit Card,Completed
52865,9905,161,23,2025-05-05,9,34372.24,26.75,UPI,Cancelled
26283,117564,613,61,2024-05-18,2,43371.21,26.23,UPI,Completed
49277,7152,691,82,2024-12-27,2,46920.31,24.76,Net Banking,Pending
67238,3141,581,50,2026-04-21,10,1126.32,23.14,UPI,Cancelled
29863,1705,42,32,2025-10-18,7,4549.48,4.28,Net Banking,Pending
46273,6487,347,97,2026-02-05,8,39792.77,25.9,Cash,Returned
15683,5788,182,62,2025-09-29,8,39464.51,28.04,Cash,Completed
29821,4629,412,39,2025-06-27,7,30291.71,26.74,Credit Card,Cancelled
12663,5643,753,91,2024-08-24,7,29835.31,8.46,UPI,Returned
28814,8620,148,56,2025-10-14,5,25704.01,15.57,UPI,Completed
26630,387,500,93,2024-03-06,3,11700.8,16.33,Debit Card,Completed
30888,1885,462,58,2024-07-04,5,12404.78,23.46,UPI,Returned
16108,4407,228,74,2024-05-20,7,16131.45,28.26,UPI,Completed
78501,4348,539,70,2026-02-02,2,38259.08,18.47,Credit Card,Completed
27462,5148,315,27,2026-02-25,10,31250.35,12.36,UPI,Returned
43846,7128,130,52,2026-05-08,-10,5234.53,26.2,Cash,Completed
17251,9982,488,75,2026-04-20,10,41919.26,1.81,Credit Card,Completed
1278,7521,432,98,2024-07-01,1,12651.95,8.14,Credit Card,Returned
19653,1786,198,75,2024-07-10,6,17625.46,6.09,UPI,Pending
656,7410,807,84,2024-03-02,9,30684.56,10.93,UPI,Completed
62995,5221,82,91,2024-08-18,10,20513.94,9.73,Debit Card,Completed
93442,3546,942,53,2026-04-21,5,1382.37,4.58,Net Banking,Completed
14620,3153,284,69,2025-12-03,7,34326.65,22.53,Cash,Pending
79128,5738,14,87,2025-03-16,5,21922.45,29.1,Net Banking,Completed
34916,192,125,56,2024-04-28,6,24864.84,25.89,Net Banking,Cancelled
40926,7717,308,1271,2026-07-18,2,-100.0,17.71,Net Banking,Returned
15962,9544,898,38,2025-12-03,5,24046.02,7.71,UPI,Cancelled
4428,7946,519,6,2024-01-23,6,30349.44,26.29,Credit Card,Cancelled
28066,4568,390,71,2026-01-27,4,18720.21,21.68,Cash,Returned
91783,5255,821,97,2025-03-22,10,5156.11,10.21,Debit Card,Returned
19916,1087,453,64,2026-02-26,2,31037.27,0.54,Credit Card,Cancelled
40804,3494,638,56,2024-06-02,6,29993.97,26.41,Net Banking,Returned
64565,4151,877,74,2025-05-15,9,6085.24,28.64,Cash,Completed
41516,832,885,80,2024-05-19,5,42542.75,5.39,Credit Card,Returned
74147,5591,495,63,2025-12-23,5,37485.51,21.74,UPI,Cancelled
53394,9113,707,23,2024-04-01,4,35039.65,9.02,Debit Card,Pending
52320,8362,789,52,2025-01-12,7,1323.88,8.03,UPI,Cancelled
9620,9552,10,56,2025-03-12,1,38471.94,22.98,Cash,Completed
69793,3498,764,76,2025-09-16,10,24299.5,5.78,Net Banking,Completed
5936,5818,353,27,2024-09-18,10,13687.13,19.4,Credit Card,Cancelled
61578,4176,607,12,2026-06-04,8,10371.09,14.41,Cash,Completed
13782,2464,642,54,2025-05-27,1,44636.87,12.3,Cash,Completed
3789,5686,400,62,2025-10-09,10,44931.12,2.95,UPI,Pending
9038,9929,317,53,2026-03-01,6,48356.5,24.3,UPI,Pending
60802,2787,779,30,2024-07-20,6,49797.74,8.78,UPI,Completed
20369,851,1,34,,10,8871.88,6.23,Debit Card,Returned
10138,7970,859,33,2025-07-05,4,8571.27,11.65,Credit Card,Completed
58460,6514,400,76,2025-02-07,9,11409.82,3.35,Cash,Completed
38859,3251,468,89,,1,7389.62,13.48,Cash,Pending
50457,4495,745,7,2025-05-27,3,527.68,19.29,Cash,Completed
82735,2758,178,89,2024-10-18,8,15880.92,5.98,Credit Card,Completed
88943,7695,191,81,2024-06-06,6,40726.05,7.01,Cash,Cancelled
86619,2413,519,58,2026-06-29,6,8889.56,5.14,Net Banking,Pending
45562,6669,799,46,2025-08-19,2,6663.05,24.84,Cash,Pending
31795,7668,55,2,2025-06-05,5,17967.45,25.7,Credit Card,Completed
15852,1556,234,1074,2024-09-09,10,40575.0,17.31,Credit Card,Returned
63975,8563,509,81,2025-12-06,5,48086.09,24.62,Debit Card,Completed
67837,1761,338,11,2025-03-09,7,10019.84,16.18,UPI,Completed
79630,757,179,38,2026-03-25,9,8325.16,19.61,Net Banking,Completed
19792,7532,891,58,2025-05-28,7,855.6,12.03,Debit Card,Returned
15378,7439,771,71,2026-05-14,7,24469.93,22.03,Credit Card,Cancelled
78374,2871,734,69,2024-09-18,3,14337.37,8.01,UPI,Pending
35100,7418,450,93,2024-02-21,4,46156.08,1.9,Credit Card,Returned
91399,2279,860,23,2026-07-07,10,30246.98,25.07,Credit Card,Completed
44464,3477,633,24,2025-01-25,10,47542.41,21.88,Credit Card,Pending
89344,5338,321,14,2024-02-25,4,1993.71,2.97,Net Banking,Cancelled
36956,4458,134,87,2025-12-08,1,7121.22,12.95,Debit Card,Completed
4405,135417,808,42,2026-01-15,10,32424.17,18.27,Debit Card,Cancelled
90373,4511,594,46,2026-04-24,2,744.58,5.48,Debit Card,Pending
53151,103,114,93,2026-05-14,10,21022.76,25.04,Net Banking,Cancelled
34725,1083,246,49,2024-05-03,1,39157.59,6.34,Cash,Completed
